idx,유저,챗봇
664,"커튼봉 1세트에 조절 브라켓, 나사 다 포함된 거죠?",커튼봉 구성에는 조절 브라켓과 나사 모두 포함되어 있습니다.
665,,
666,높이가 240인데 240으로 주문이 될까요?,당사 판매 중인 커튼은 맞춤 제작이불가하여 주문 제작 주문이 어려운 점 양해 부탁드립니다.
667,,
668,커튼봉은 따로 시켜야 하나요?,문의 주신 상품은 커튼 1장과 커튼 끈 1개로 구성되어 있으며 커튼봉은 별도 구매 상품으로 검색창에 알뜨리 커튼봉 검색 후 구매 가능합니다.
669,,
670,,
671,,
672,커튼이랑 봉이랑 같이 오는 거죠?,검색창에 메리미 커튼봉 으로 검색 시 커튼봉 포함된 상품 확인 가능합니다.
673,,
674,34평형 가로 450CM 의 거실에 설치하면 좀 작을 것 같은데 이 상품으로 슈퍼특대형은 없나요?,벽면 전체 사이즈가 450CM 인 경우 메리미 530으로 설치 이용 가능하시며 여유공간이 더 있다고 하시면 360사이즈 2세트나 264+360 한 세트씩 이용하셔야 합니다.
675,,
676,답변 감사드리며 길이가 240이면 봉까지 해서 조금 뜰까요?,조절 없이도 브라켓 설치 시 상단에 6 - 7CM 가량 내려오게 됩니다.
677,,
678,폭이 530MM 이면 커텐이 두 장으로 나뉘어져 있나요?,메리미 530 사이즈는 한 장당 265CM 의 커튼이 2장 들어 있습니다. 25평 거실 창의 설치하시고자 하는 창의가로 사이즈 확인 부탁드립니다.
679,,
680,,
681,,
682,360x230 한 장인지?,커튼은 일반적으로 설치하실 곳의 사이즈보다 1.5배를 추천해 드립니다.
683,,
684,360x230이 2개인 건가요 양쪽으로 가르려면 2개가 필요한데 그리고 커텐봉은 어떻게 되나요?,문의주신 상품은 양쪽 합쳐진 사이즈가 360CM 이며 한 장당 180x230CM 사이즈 2장으로 배송됩니다.
685,,
686,타이백은 따로 구매할려면 얼마에요?,제품 검색창에 롯데 타이백으로 검색하시면 금액과 제품 확인 가능합니다.
687,,
688,아파트 거실 높이가 235 것도 짧은데 혹시 길이를 250 이렇게 주문도 될까요?,문의주신 상품은 250CM 로는 주문이불가한 점 양해 부탁드립니다.
689,,
690,화이트 구매하고 파요. 언제 입고되나요?,문의주신 상품은 현재 품절 상품으로 현재 구매가 어려우 신점 양해 부탁드립니다.
691,,
692,,
693,,
694,천정부터 거실 바닥까지 총 길이가 어떻게 되나요?,당사 커튼은 천장부터 바닥까지 실측하셨을 때 230CM 에 맞게 커튼이 제작되었습니다.
695,,
696,,
697,,
698,,
699,,
700,,
701,,
702,,
703,,
704,,
705,,
706,,
707,,
708,,
709,,
710,,
711,,
712,,
713,,
714,,
715,,
716,,
717,,
718,,
719,,
720,,
721,,
722,,
723,,
724,,
725,,
726,,
727,,
728,,
729,,
730,,
731,,
732,,
733,,
734,,
735,,
736,,
737,,
738,,
739,,
740,,
741,,
742,,
743,,
744,,
745,,
746,,
747,,
748,작년에 똑같은 상품을 샀는데 재고인가요?,상품 재고는 아니고 계속해서 입고되고 있는 상품이구요.
749,,
750,,
751,,
752,애니멀 러그랑 헤이즐 러그랑 주문하려니까 배송비가 각각 계산되네요 육천원이나 왜 글죠?,해당 상품 현재 전산상의 오류가 있는 것으로 확인되세요. 담당 부서로 전달 드렸구요.
753,,
754,,
755,,
756,1+1이라고 했는데 사이즈 같은 거죠?,보니 오차범위가 5CM 정도 발생될 수 있으나 기재해 드리고 있는 사이즈보다 10CM 정도 차이가 있다면 업체 사유로 교환/반품 가능하세요.
757,,
758,어느 정도 작은 건 감수하겠는데 10센치 차이는 너무 한 거 아닌가요?,받아보신상품 교환이나 환불 진행 도움 드리도록 하겠습니다. 말씀해 주신 부분은 담당 부서로 전달 드렸구요.
759,,
760,건조기 사용 가능한가요?,문의 남겨주신 상품건조기 사용 가능하세요. 첫 세탁은 원단 보호를 위해 드라이클리닝 추천 드리고 있는 점 참고해 주시구요.
761,,
762,예전에 구매 햇던 타카타카 애니멀 시리즈 쇼파패드 소재는 부드러운 소재였는데 오늘 배송 돤러그는 부드럽지 않아요혹 세탁하면 부드러워질까요?,애니멀 상품들은 모두 나노화이바 소재로 부드러운 소재로 제작되었답니다.
763,,
764,1+1인데요 혹시 프렌치 불독 브라운이랑 베이지로 할 수는 없나요?,문의 남겨주신 두 상품은 금액 차이가 있어 1+1으로 발송 어려운 점 양해 부탁드리겠습니다.
765,,
766,,
767,,
768,"배송 예정일은 내일인데, 아직까지 배송 준비 중이네요?",현재 주문량이 많아 바로 발송 도움 드리기 어려웠던 것으로 확인됩니다. 상품 오늘 출고될 예정이나요청하신 대로 다음 주 중 발송될 수 있도록 담당 부서로 전달하였구요.
769,,
770,원래 오늘 온다고 그랬었는데 다시 배송 준비 중 내일로 미뤄진 것 같은데 발송 안 하신 것 같은데 낼 올 수 있는 건가요?,문의 주신 상품 현재 주문량이 많은 상품이라 순차적으로 발송되고 있으세요.
771,,
772,사이즈는 어케 돼 나요?,안녕하세요 문의 남겨주신 상품Q사이즈에 가깝다고 봐주시면 되세요.
773,,
774,두 개 가격인가요?,구성품 참고하셔서 예쁜 상품 구매 부탁드려요.
775,,
776,오늘 배송 가능하나요?,우선 주문 주셔서 너무 감사드려요. 상품 오늘 출고 가능하신 것으로 확인되구요.
777,,
778,선물하려고 하는데 선물용 가방을 같이 주문할 수 있을까요?,너무 죄송하게 도 선물용 가방은 따로 판매 및 준비되지 않아 주문 어려운 점 양해 부탁드리겠습니다.
779,,
780,,
781,,
782,세탁을 두 번 후 쓰려고 해도 짧은 털이 자꾸 나오는데 괜찮은 건가요?,처음 몇 번은 그러한 부분 있을 수 있으세요.
783,,
784,,
785,,
786,,
787,,
788,사이즈 SS로 주문할 수 없나요?,해당 상품은 기성 사이즈로 제작되는 사이즈라SS 사이즈로는 제작이 어려운 점 양해 부탁드리겠습니다.
789,,
790,패드는 판매 안 하나요?,죄송하지만 패드는 따로 준비된 상품이 없습니다.
791,,
792,15키로 통돌이 세탁기에 물세탁 가능한가요?,세탁기로는 불가능하십니다. 빨래방 대형 세탁기를 사용을 권장하고 있습니다.
793,,
794,,
795,,
796,바닥 뒷면에 미끄럼 방지가 안 되어 있는 건가요?,고객님러그 뒷면은 논슬립 처리가 된 제품이 아니시며 미끄럼 방지가 안 되어 있으십니다.
797,,
798,패드 커버만 따로 구매 가능한가요?,죄송하지만 패드 커버만 따로 판매하지 않습니다.
799,,
800,뒤면 미끄럼 방지가 어떤 게 되어 있는지 상세 페이지에서 보고 싶은데 뒷면 사진이 없네요 미끄럼 방지가 잘 되어 있나요?,죄송하지만 뒷면 사진은 찍어둔 것이 없어서 따로 사진을 보여드리긴 어렵습니다.
801,,
802,,
803,,
804,160 210 상품은 없나요?,품절로 이번 시즌 재입고 예정은 없는 점 양해 부탁드립니다.
805,,
806,,
807,,
808,화이트 색 재입고 가능한가요?,문의주신 상품 재입고되어 구매 가능하십니다.
809,,
810,거실가로가 380인데 대형이 맞는 건가요?,커튼 사이즈는 설치하실 곳 실측가로 넓이보다 150CM 크게 구매하시면 맞게 설치 가능합니다.가로 380일 경우 특대형 사이즈 하시면 적당한 주름 연출 가능합니다.
811,,
812,핑크 재입고 안 되나요?,8일 정도 확인하시면 주문 가능할 것으로 보여집니다. 조금만 기다려주세요.
813,,
814,집벽이 석고보드인데요 석고보드 전용으로 보내주실 수 있나요?,해당 업체에서는 일반용 나사만 판매되고 있습니다. 석고보드용 나사는 고객님께서 따로 구매해 주셔야 합니다.
815,,
816,33평 거실에도 작지 않을까요?,설치하시려는 공간에 사이즈를 확인하시고 커튼을 선택하셔야 합니다. 주름잡히는 걸 예상하시고 넉넉한 사이즈로 선택하시면 좋습니다.
817,,
818,450봉으로 선택하면 되나요?,네네 봉은 길이 조절이 가능하십니다. 그리고 저희 봉은 기본적으로 철봉이기 때문에 일반 알미늄 봉보다는 무게를 더 잘 버팁니다.
819,,
820,,
821,,
822,안방 침실용 암막 커튼 네 장샀는데요 커튼봉 어떤 사이즈를 구입해야 하나요?,커튼봉은 고객님께 맞는 사이즈로 구매해 주시면 되세요 450 안쪽이시면 해당 제품 구매 후 줄여 사용 가능하세요.
823,,
824,,
825,,
826,,
827,,
828,,
829,,
830,,
831,,
832,,
833,,
834,,
835,,
836,,
837,,
838,,
839,,
840,,
841,,
842,,
843,,
844,,
845,,
846,,
847,,
848,"주문 정보에서 교환신청하려니 품절로 교환신청이 안 된다 뜨던데, 오배송으로 아무 거나 보내놓고 그러면 안 되지 않나요?",현재 기간이 지나 안심번호가 연결이 끊어져 있어 실번호 연결이 어려우니 번거로 우시더라도 고객센터로 접수해 주시면 교환 진행해 드리겠습니다.
849,,
850,거실용 슈퍼특대형 도주문 가능한지요?,참고 부탁드리며 주문건 확인 후 빠른 발송처리하도록 하겠습니다.
851,,
852,커튼봉길이 조절이 가능한가요?,해당 업체의 커튼봉은 큰봉과 작은 봉을 연결하여 설치하시는 것으로 길이 조절이 가능합니다.
853,,
854,,
855,,
856,레이스 속커튼이 암막 커튼과 따로 분리가 되어 있는 건가요?,다른 문의사항은 언제든 글 남겨주세요 즐거운 하루 되세요.
857,,
858,,
859,,
860,색상 불량이 왔다고 해서 교환신청을 했는데러그가 있던 박스랑 포장지를 다 버렸는데 다른 박스에 넣어 교환 가능한가요?,네 가능합니다. 잘 접어 넣어서 보내주세요.
861,,
862,안쪽 색상이 은색?,뒷면은 은색이며 완벽한 암막은 어려우시며 설치하시는 곳에 따라 암막 효과가 다르게 나타나는 점 양해해 주시기 바랍니다.
863,,
864,"설치할 곳이 봉이 아닌 핀커튼인데, 할 수 있는 방법이 없을까요?",문의 주신 상품의 레이스 커튼은 아일렛형으로만 제작되었으며 핀 형으로 변경은 어렵습니다.
865,,
866,안방 창가로 150세로 240일 경우는 어떻게 주문해야 될까요?,창가로 사이즈가 150인 경우 암막 커튼 기준 2장으로 설치 가능하십니다.
867,,
868,세탁기에 가능한 제품인가요?,물 세탁 가능하며 단독 세탁권장합니다.
869,,
870,색 선정하면 같은 색으로 1+1주 시나요?,넵색은 같은 색으로 발송됩니다.
871,,
872,,
873,,
874,크림 입고 언제 되나요?,현재 문의하 신 상품 입고되어 판매되고 있습니다.
875,,
876,발탄러그와 헤링본 쟈가드 카페트와 차이가 무엇인지요?,두께는 동일하며 약 5MM 정도 같은 소재이나 짜여진 패턴의 차이가 있습니다.
877,,
878,상품평에 브라운 품절이라 다른 색 교환 글을 봤는데 브라운 지금 구매할 수 있나요?,현재 브라운 색상 일시 품절 상태로 5/27 - 28일쯤부터 발송 가능합니다. 발송은 구매하신 후 익일 발송이셔서 구매하신 날 기준 다음날 출고되며 금요일 오전 9시 이후 주문건은 주말 휴무로 인하여 월요일에 출고됩니다.
879,,
880,딥 그레이가 푸른빛이 도나요?,네 말씀해 주신 대로 이나 PC에 따라 보이는 색상 차이가 있을 수 있습니다.
881,,
882,딥 그레이는 언제쯤 입고될까요?,금일 입고되었으니 구매 가능하십니다.
883,,
884,실버OR 카키 그레이 재입고 예정은 있나요?,현재 주문 가능하십니다.
885,,
886,170 230 카키 그레이 주문은 어떻게 하는지요?,검색창에 발탄을 검색하시면 사이즈별로 상품 등록되어 있으니 주문하실 수 있습니다.
887,,
888,어떤 칼라의 카펫이 잘 어울릴까요?,말씀해 주신 가구에 어울릴 만한 색상은 크림 브라운 색상으로 집안 분위기를 밝게 하기를 원하시면 크림 색상을 추천해 드리구요.
889,,
890,두께는 어떻게 되나요?,관리하기 너무 두껍지 않은 적당한 두께로 사용하시기에 편리하세요
891,,
892,세탁기가 17키로인데 물세탁 가능할까요?,17KG 세탁기로 세탁 가능합니다 울 코스로 단독 세탁하시면 좋은 퀄리티로 오래 사용 가능하세요.
893,,
894,저 두딥 그레이 기다리고 있는데 빨리 만들어 주심 안 되나요?,먼저 공장 사정으로 지연되고 있는 점 양해부탁드립니다. 최대한 빨리 진행될 수 있도록 수시로 체크하도록 하겠습니다.
895,,
896,카키 그레이와 딥 그레이 중더 진하고 톤 다운된 색이 카키그레이 인가요?,쇼파나 벽지 등을 고려해야겠지만 진한 색상을 찾으신다면 카키 그레이를 추천 드립니다.
897,,
898,,
899,,
900,,
901,,
902,,
903,,
904,,
905,,
906,,
907,,
908,,
909,,
910,,
911,,
912,,
913,,
914,,
915,,
916,,
917,,
918,,
919,,
920,,
921,,
922,,
923,,
924,,
925,,
926,,
927,,
928,,
929,,
930,,
931,,
932,,
933,,
934,,
935,,
936,,
937,,
938,,
939,,
940,,
941,,
942,,
943,,
944,,
945,,
946,,
947,,
948,,
949,,
950,,
951,,
952,,
953,,
954,,
955,,
956,,
957,,
958,,
959,,
960,,
961,,
962,,
963,,
964,,
965,,
966,,
967,,
968,,
969,,
970,,
971,,
972,,
973,,
974,,
975,,
976,,
977,,
978,,
979,,
980,,
981,,
982,,
983,,
984,,
985,,
986,,
987,,
988,,
989,,
990,,
991,,
992,,
993,,
994,,
995,,
996,,
997,,
998,,
999,,
1000,,
1001,,
1002,,
1003,,
1004,,
1005,,
1006,,
1007,,
1008,,
1009,,
1010,,
1011,,
1012,,
1013,,
1014,,
1015,,
1016,,
1017,,
1018,,
1019,,
1020,,
1021,,
1022,,
1023,,
1024,,
1025,,
1026,,
1027,,
1028,,
1029,,
1030,,
1031,,
1032,,
1033,,
1034,,
1035,,
1036,이 제품 핑크와 퓨어 이중 암막 핑크랑암막률은 같은지요?,모두 99퍼센트 생활 암막 정도만 된다고 보시면 됩니다.
1037,,
1038,180 235이 제품.180짜리가 두 개 오는 건가요?,네 해 당 사이즈는 1장 기준 사이즈이기 때문에 해당 사이즈로 2장이 발송됩니다.
1039,,
1040,안방 창문가로가 240인데 어떤 사이즈로 주문해야 할까요?,커튼은 설치할 곳에 1.5배 정도로 생각하셔서 구매해 주시면 되는데 설치할 곳이 240CM 이시라면 중형 사이즈 정도 구매하셔도 될 듯합니다.
1041,,
1042,44평 아파트 안방에 달려면 중형 사이즈는 작나요?,먼저 설치하시려는 공간 실측 사이즈를 재어 보시고 선택하셔야 합니다. 커튼 선택 시 1.5배 정도 넉넉한 사이즈를 선택하시면 주름이 이쁜 게 잡힌다고 합니다.
1043,,
1044,거실길이가 330이면 중형인가요?,말씀하신 거실길이가 330CM 라면 대형이 적당할 듯하구요 꽃집게는 코디용이며 구성에 미 포함되어 있습니다.
1045,,
1046,재입고는 안 되나요?,문의 주 신 핑크 색상은 입고되어 현재 주문 가능한 것으로 보여집니다 확인하시고 즐거운 쇼핑 하세요.
1047,,
1048,중형 사이즈는 언제 입고 예정인 가요?,문의 주신 로제2 중형 사이즈는 현재 품절이며 11월 중순으로 입고될 예정이라고 합니다.
1049,,
1050,레이스 커튼 따로 사용 가능한 거죠?,따로따로 사용 가능합니다 다른 문의사항 있으시면 언제든지 글을 남겨주시구요.
1051,,
1052,"상품설명 엔 화이트 색상도 있는데, 상품 옵션엔 화이트 색상이 없네요, 품절인가요?",도움을 드리지 못하는 점 양해 바랍니다. 다른 문의사항 있으시면 언제든지 글을 남겨주세요.
1053,,
1054,거실에 겹쳐서 설치하고 싶으면 총 4장이 필요한데 그럼 선택을 2개를 해야 하는 건가요?,문의 주신 상품은 이중 암막 커튼이며 구성에는 암막 커튼 2장 레이스 커튼 2장으로 보여집니다.
1055,,
1056,,
1057,,
1058,,
1059,,
1060,타이백은 안주는 거에요?,현재 로제2 제품은 딜 상품으로 타이백이 구성품에 포함되어 있지 않습니다.
1061,,
1062,침실은 가로 260이구 거실은 가로 360이에요 혹 중형으로 두 군데 번갈아 달 수 있나요?,주름잡히는 걸 예상하시고 선택하시면 좋을 듯합니다. 최소한 중형/대형으로 선택하셔야 합니다.
1063,,
1064,두베이지 색깔톤이 똑같은 건가요?,로제2 커튼과 큐브 패턴 커튼의 암막지는 기본적으로 동일합니다. 색상이나 사이즈가 같다고 보시면 되세요.
1065,,
1066,화이트 언제 입고되나요?,정확한 일정이 아직 없습니다 최대한 빠른 시일 내 입고하도록 노력하겠습니다.
1067,,
1068,가로360세로 235중형으로 해야 하나요 아님 대형으로 할까요?,커튼은 보통 실사이즈보다 넉넉하게 주문하셔야 창문도 여유 있게 가리고 주름이 풍성하게 잡혀 좀 더 보기 좋게 설치됩니다.
1069,,
1070,그린핑크는 언제 입고되나요?,문의하 신 상품의 그린색은 입고 예정이 없구요 조금만 기다려주세요.
1071,,
1072,가로243 세로 182인방 1개와 가로214 세로 231인방 1개 총방 2개에 커튼달려고 하는데 중형 2개 구매하면 되는 건가요?,네.커튼은 주름이 잡혀야 이쁘기 때문에 대형이 적당할 듯합니다.
1073,,
1074,어제 아침 주문했는데요 언제 배송 가능한가요?,건강한 하루 보내세요.
1075,,
1076,방너비가 350MM 데이 사이즈 달아도 되나요?,자연스럽게 주름이 잡히려면 대형으로 선택하시면 좋습니다. 주문 시 봉세트로 구매하시면 봉포함되어 있습니다.
1077,,
1078,,
1079,,
1080,,
1081,,
1082,가로240 인제 중형하면 되나요?,풍성한 주름을 원하시면 큰 사이즈도 좋을 듯합니다.
1083,,
1084,택배 비 무료 교환 맞죠?,익일화이트 색상으로 맞교환 출고하도록 하겠습니다. 교환 건은 확인 후 좋은 상품으로 최대한 빠른 배송 노력하겠습니다.
1085,,
1086,핑크 브라운 주문 안 되나요?,이번 주 목요일쯤 재입고될 예정이니 조금만 기다려주세요.
1087,,
1088,커튼 길이 250CM 로 조절이 되나요?,당사 커튼은 기성 사이즈 커튼으로 250CM 로 제작이 어려운 점 양해 부탁드립니다.
1089,,
1090,,
1091,,
1092,세트 상품 구입할 수 있나요?,세트 상품은 없는 점 양해 부탁드리겠습니다. 문의 해주셔서 감사합니다.
1093,,
1094,베개 커버는 추가로 주문할 수 없나요?,차후 추가적으로 문의사항이 생기시면 상품Q A에 접수해주세요. 문의 해주셔서 감사합니다.
1095,,
1096,전기건조기에 사용해도 될까요?,사용하셔도 괜찮습니다. 저희 제품 찾아주셔서 감사합니다.
1097,,
1098,벽지에 꼭 꼬핀으로 부착 가능할까요?,문의 주신 상품은 꼭 꼬핀보다 커튼봉 및 압축봉을 이용해 커튼으로 사용하시는 제품이며 꼭 꼬핀 이용 시 제품 자체의 무게 때문에 고정이 어려운 점 참고 부탁드립니다.
1099,,
1100,,
1101,,
1102,거실 실측이 460인데 대형하면 좋을까요?,커튼은 일반적으로 설치하실 곳의 사이즈보다 150 - 200CM 넓은 사이즈를 설치하셔야 합니다.
1103,,
1104,그레이는 품절인가요 재입고 예정 있나요?,그레이 상품은 품절 및 단종으로 더 이상 입고 계획이 없어 구매가 어려우 신점 양해 부탁드립니다.
1105,,
1106,,
1107,,
1108,,
1109,,
1110,똑같은 거 아닌가요?,커튼 설치하실 곳의 사이즈를 재보신 후 그보다 200CM 넓은 사이즈의 커튼을 권해드립니다.
1111,,
1112,,
1113,,
1114,롯데 타이백 판매딜에 크리스탈 화이트 타이백만 없던데 어떻게 살 수 있나요?,크리스탈 화이트 타이백 구매 가능하시도록 처리해드렸습니다. 구매 부탁드립니다.
1115,,
1116,,
1117,,
1118,각 사이즈별로 무게 및 부피를 알려주세요. 혹시 직접 해외 배송도 가능한지요?,커튼별로 무게는 정확하게 안내가 좀 어려우나 중형 4 - 5키로 정도 대형은 5 - 6키로 슈퍼 특대형을 7 - 8키로 정도로 예상됩니다.
1119,,
1120,가로270CM /세로 230CM 이면 대형 해당 상품 구매하면 되는 건가요?,커튼은 일반적으로 설치하실 곳의 사이즈보다 가로의 경우 150CM 이상 여유 있게 구매하실 권해드리며 세로는 실측에 맞게 선택하셔야 합니다.
1121,,
1122,특대형 화이트는 구입할 수 없는지?,고객님로망 특대형 화이트는 구매하실 수 있도록 처리해드리겠습니다. 로망의 경우 타이백이 구성에 포함되어 있지 않아 발송이불가한 점 양해 부탁드립니다.
1123,,
1124,가로360이면 특대형으로 주문해야 할까요?,로망 화이트 소량 입고되어 주문 가능하시도록 처리해드리겠습니다.가로가 360CM 이시라면 그보다 150CM 여유 있는 사이즈로 주문하셔야 합니다.
1125,,
1126,커튼봉이 아니라 커튼핀을 꼽아서 걸어도 될까요?,해당 커튼은 봉집 형식으로 핀 없이 봉에 넣어 사용해 주셔야 합니다. 별도 핀이 있다면 핀으로 꽂아서 설치해 주셔도 되지만 핀을 끼울 수 있는 부직포나 고정대가 없어 예쁘지 않을 수 있는 점 참고 부탁드리겠습니다.
1127,,
1128,길이를 163으로 하고 싶은데요 가는 한지요?,변경 불가능한 점 양해 부탁드리겠습니다.
1129,,
1130,화이트 상품 언제 입고될까여?,문의주신 상품 현재 구매 가능하십니다.
1131,,
1132,커튼봉 포함되어 있나요?,문의주신 상품에는 커튼봉 포함된 구성으로 발송되십니다.
1133,,
1134,24평 아파트 거실 사이즈 어떤 걸로 해야 할까요?,커튼은 평수로는 정확한 안내가 어려운 점 양해 부탁드리며 커튼 설치하실 곳의 사이즈 측정 후 그보다 200CM 이상 넓은 사이즈를 권해드립니다.
1135,,
1136,272X 225인데 기준을 커텐봉에 맞춰야 하나요?,커튼봉 기준이 아니라 커튼 사이즈 기준으로 선택하셔야 합니다. 커튼은 조절 브라켓으로 밑으로 설치는 가능하나 위로 올려서 설치는 불가한 점 양해 부탁드립니다.가로가 227CM 이시면 대형 또는 특대형을 권해드립니다.
1137,,
1138,,
1139,,
1140,커튼봉은 따로 구매해야 하나요?,문의주신 상품 구성에 커튼봉은 포함되어 있어 별도 구매하지 않으셔도 함께 발송됩니다.
1141,,
1142,#분산!,#분산!
1143,,
1144,커튼봉은 조절 브라켓 커튼봉주시는 거 맞죠?,문의주신 상품 구성에 포함되어 있는 커튼봉은 조절 브라켓과 함께 발송됩니다.
1145,,
1146,베이지색 언제 입고될까요?,현재 입고 일정이 확인되지 않아 정확한 답변이 어려운 점 양해 부탁드립니다.
1147,,
1148,베이지 타이백 주문별 도로 가능한가요?,타이백은 롯데 타이백으로 검색 후 구매 가능하십니다.
1149,,
1150,베이지 컬러는 언제 재입고되나요?,현재 피아니 제품은 단종 상품으로 현재 판매 중인 색상 외에는 더 이상 입고 계획이 없어 구매가 어려운 점 양해 부탁드립니다.
1151,,
1152,흰색은 언제 입고되나요?,화이트 색상 입고 되어 주문 가능하시도록 처리해드렸습니다.
1153,,
1154,,
1155,,
1156,커튼봉제외하고 구입 가능한가요?,커튼봉제 외 판매는 불가합니다. 구성대로만 구매한 점 양해 부탁드립니다.
1157,,
1158,사이즈 문의합니다.가로 360세로 270이면 사이즈 선택을 어떻게 해야 하나요?,세로 길이가 많이 차이가 나는데요 조절 브라켓을 사용하셔도 차이가 많이 날 것으로 보여집니다.
1159,,
1160,네이비 색상 언제 재입고 예정인 가요?,문의주신 상품 구매 가능하시도록 처리해드리겠습니다.
1161,,
1162,,
1163,,
1164,타고 주파 암막 커튼과 원단이 같나요?,보노암막 커튼은 보니타 암막 커튼과 원단이 동일하며 색상만 다릅니다.
1165,,
1166,세로길이 30CM 만 길이 추가 안 됩니까?,문의 주신 상품은 맞춤 제작이불가한 점 양해 부탁드립니다.
1167,,
1168,,
1169,,
1170,롯데의 모든 커튼은 세로 길이가 230인 가요?,업체 제품 세로 길이는 모두 230CM 로 동일하며 가로 사이즈만 차이가 있습니다.
1171,,
1172,브라운으로 변경 배송해준다고 했는데 왜 그레이가 왔나요?,브라운으로 변경요청해서 브라운으로 출고되셨습니다. 색상이 그레이와 브라운이 큰 차이가 없어 색상을 오인하시는 고객님들이 간혹 있으신 점 양해 부탁드립니다.
1173,,
1174,그레이는 언제 입고되나요?,주문 가능하시도록 처리해드렸습니다. 주문 부탁드립니다.
1175,,
1176,거실 창가로가 450CM 이고 세로가 230CM 인데 커텐을 어떤 사이즈로 주문해야 할까요?,커튼은 일반적으로 설치하실 곳의 사이즈보 200CM 넓은 사이즈를 권해드립니다.
1177,,
1178,,
1179,,
1180,커튼폭은 맞는데 세로 길이가 맞지 않는데 길이는 조정이 가능한가요?,커튼봉은 세로로 8CM 가량 길게만 조절이 가능한 점 양해 부탁드립니다. 또한 고리형으로 제작이불가한 점 또한 양해부탁드립니다.
1181,,
1182,브라운은 언제쯤 재입고되나요?,문의주신 상품은 입고되어 구매 가능하시도록 처리해드렸습니다.
1183,,
1184,혹시 세탁 후에 주름이 많이 생기는 원단인 가요?,세탁 후 다른 원단에 비해 특별히 더 구김이 가는 원단은 아니나 일반적인 세탁 후 구김이나 주름은 발생할 수 있는 점 양해 부탁드리며 세탁 후에는 살짝 스팀다리미로 다림질 후 사용하시길 권해드립니다.
1185,,
1186,세탁 방법 알려주세요 세탁기 사용 가능한가요?,해당 상품은 기본적으로 물세탁을 해주셔야 합니다. 세탁기 물세탁도 가능은 하나 보통 시중에 보급된 세탁기의 용량 한계가 있어 상품 사이즈에 유의하시어 세탁해 주셔야 합니다.
1187,,
1188,,
1189,,
1190,그린 컬러는 언제쯤 구매할 수 잇나요?,문의주신 상품의 그린 색상은 판매하고 있지 않습니다 다른 문의사항은 언제든 글 남겨주시구요.
1191,,
1192,,
1193,,
1194,가로 300 전후 되는 방에 달려고 하는데 너무 클까요?,일반적으로 설치 공간보다 1.5배 정도 넉넉한 사이즈로 선택하셔야 주름을 이쁘게 잡을 수 있습니다.
1195,,
1196,,
1197,,
1198,커튼을 구입하고 설치를 했는데 커튼봉 중앙에 있는 타이백은 없는 상품인가요?,주문하 신상품 구성에는 타이백은 없으며 누락은 아닙니다.
1199,,
1200,가로 398이 고세로 230인데요. 대형으로 사면되는지?,문의주신사이즈는 대형은 작을 것으로 보여집니다. 최송한 특대형 이상 주문하셔야 주름을 이쁘게 잡을 수 있습니다.
1201,,
1202,가로 358세로 248/가로448세로 248은 특대형하고 수퍼 특대형으로 주문해야 하나요?,문의 주 신세로 길이보다 많이 짧은 것으로 보여집니다. 저희 커튼은 중국 공장에서 완제품으로 입고되며 주문 제작/수선이불가능합니다.
1203,,
1204,화이트는 언제 입고될까요?,문의주신 상품화이트 색상은 12월 20일쯤 입고될 예정이라고 합니다. 조금만 더 기다려주세요.
1205,,
1206,,
1207,,
1208,지역이 제주도인데 배송 날짜가 어떻게 될까요?,제주지역이라 확실한 배송 날짜는 알 수 없으나 일반 배송보다 2 - 3일 지연될 수 있는 점은 양해부탁드립니다.
1209,,
1210,,
1211,,
1212,맞게 온 거가요?,주문하신 상품의 타이백은 골드 색상만 출고되는 게 맞습니다 화이트 색상은 택배터미널에서 지연되었던 걸로 보여지며 오늘/내일 중으로 배송될 것으로 보여집니다.
1213,,
1214,타이백 설명에 보여지는 핑크로 오나요?,골드 색상으로 출고되고 있다고 합니다. 다른 문의사항 있으시면 언제든지 글을 남겨주세요.
1215,,
1216,사이즈가 커튼을 쫙폈을 때 사이즈인가요?,만약 맞다면 최소 대형 아님 특대형으로 선택하셔야 합니다. 다른 문의사항 있으시면 언제든지 글을 남겨주세요.
1217,,
1218,특대형과 대형 주문했는데 잘 맞을까요?,작은 창에는 대형은 다소 클 듯합니다.
1219,,
1220,제가 중형 대형 두 개 주문해서 지금 받았는데요 두 개 다 봉세트로 구매했는데 봉은 빼고 보내시면 어떡하나요?,업체에서는 커튼과 봉을 따로 포장하여 출고하였으며 택배사 터미널에서 분류하는 과정에 지연된 것으로 보여집니다.
1221,,
1222,,
1223,,
1224,,
1225,,
1226,,
1227,,
1228,,
1229,,
1230,,
1231,,
1232,,
1233,,
1234,,
1235,,
1236,,
1237,,
1238,,
1239,,
1240,,
1241,,
1242,,
1243,,
1244,,
1245,,
1246,,
1247,,
1248,,
1249,,
1250,,
1251,,
1252,,
1253,,
1254,,
1255,,
1256,,
1257,,
1258,,
1259,,
1260,,
1261,,
1262,,
1263,,
1264,,
1265,,
1266,,
1267,,
1268,,
1269,,
1270,,
1271,,
1272,,
1273,,
1274,,
1275,,
1276,,
1277,,
1278,,
1279,,
1280,,
1281,,
1282,,
1283,,
1284,,
1285,,
1286,,
1287,,
1288,,
